DATE,CATEGORIES,PAYMENT_MODE,DESCRIPTION,AMOUNTS,CASHBACK
2024-06-22,Subscription,Debit_card,Netflix,5289.17,377.81
2024-06-06,Travel,Gpay,Transportation,2315.31,200.74
2024-06-10,Utilities,Paypal,Water bill,6885.35,460.47
2024-06-15,Utilities,Cash,Electricity bill,6488.48,255.23
2024-06-02,Travel,Cash,Flights,5891.49,335.73
2024-06-16,Subscription,Debit_card,Netflix,9317.09,477.04
2024-06-28,Travel,Visa,Flights,9206.17,270.35
2024-06-14,Subscription,Debit_card,Amazon Prime,2840.97,61.0
2024-06-15,Rent,Debit_card,Monthly house rent,9204.51,47.94
2024-06-16,Subscription,Debit_card,Amazon Prime,4395.61,437.75
2024-06-10,Rent,Credit_card,Monthly house rent,2951.75,44.44
2024-06-14,Rent,Paytm,Monthly house rent,4897.29,153.24
2024-06-16,Insurance,Visa,Car,4963.51,404.55
2024-06-03,Utilities,Paypal,Internet bill,2391.99,111.86
2024-06-07,Insurance,Paypal,Car,3793.18,87.61
2024-06-15,Subscription,Visa,Netflix,6562.24,347.48
2024-06-21,Insurance,Paypal,Life,2909.99,58.21
2024-06-04,Entertainment,Visa,Tour,6245.49,417.5
2024-06-16,Entertainment,Gpay,Tour,3803.36,369.67
2024-06-21,Rent,Credit_card,Monthly house rent,5064.82,221.67
2024-06-20,Groceries,Cash,Monthly groceries,7141.55,611.34
2024-06-11,Subscription,Paytm,Netflix,6134.82,124.26
2024-06-09,Groceries,Credit_card,Monthly groceries,6348.57,601.24
2024-06-10,Entertainment,Gpay,Tour,6354.99,214.9
2024-06-16,Insurance,Credit_card,Car,7355.38,686.45
2024-06-12,Entertainment,Visa,Tour,8343.19,695.87
2024-06-12,Entertainment,Debit_card,Tour,1327.41,92.77
2024-07-02,Subscription,Gpay,Netflix,2127.23,146.08
2024-07-02,Insurance,Cash,Life,6510.11,542.66
2024-07-17,Groceries,Check,Monthly groceries,5949.42,325.67
2024-07-03,Travel,Visa,Flights,9753.49,548.05
2024-07-11,Subscription,Paypal,Amazon Prime,7493.34,37.88
2024-07-23,Insurance,Debit_card,Life,3984.35,365.38
2024-07-28,Insurance,Paytm,Car,7632.61,282.61
2024-07-02,Utilities,Paytm,Electricity bill,5475.21,33.32
2024-07-24,Travel,Debit_card,Accommodation,5115.48,139.51
2024-07-22,Travel,Credit_card,Accommodation,4809.5,357.15
2024-07-10,Travel,Paytm,Accommodation,8954.02,660.17
2024-07-23,Insurance,Paytm,Car,3284.35,243.56
2024-07-03,Entertainment,Bank_transfer,Went to movies,6469.38,17.74
2024-07-22,Groceries,Gpay,Monthly groceries,4858.12,425.18
2024-07-26,Groceries,Visa,Monthly groceries,7084.76,263.39
2024-07-06,Insurance,Paytm,Car,3138.15,83.34
2024-07-12,Utilities,Cash,Water bill,1770.54,57.89
2024-07-30,Groceries,Check,Monthly groceries,6324.82,585.26
2024-07-12,Rent,Check,Monthly house rent,1959.6,192.74
2024-07-09,Utilities,Visa,Water bill,2133.34,92.92
2024-07-21,Groceries,Paypal,Monthly groceries,9256.93,403.5
2024-07-27,Insurance,Gpay,Car,1638.72,150.63
2024-07-11,Entertainment,Visa,Tour,2567.52,228.14
2024-07-03,Subscription,Cash,Netflix,7568.85,751.81
2024-07-21,Rent,Paypal,Monthly house rent,4296.61,348.09
2024-07-11,Rent,Paypal,Monthly house rent,4326.46,207.36
2024-07-30,Subscription,Cash,Netflix,9210.76,762.58
2024-07-21,Insurance,Debit_card,Car,6790.95,126.47
2024-07-11,Subscription,Bank_transfer,Netflix,3178.4,128.91
2024-07-21,Utilities,Visa,Internet bill,7832.17,239.37
2024-07-25,Utilities,Visa,Water bill,4963.7,344.62
2024-07-16,Insurance,Debit_card,Car,4015.65,63.0
2024-07-24,Groceries,Check,Monthly groceries,8649.03,499.93
2024-07-12,Utilities,Cash,Water bill,5528.35,39.78
2024-07-28,Insurance,Paypal,Life,4201.22,100.11
2024-07-21,Groceries,Bank_transfer,Monthly groceries,9069.07,504.72
2024-07-25,Groceries,Credit_card,Monthly groceries,2522.69,79.2
2024-07-14,Groceries,Check,Monthly groceries,1265.08,45.14
2024-07-22,Insurance,Debit_card,Life,5206.8,81.03
2024-07-26,Rent,Bank_transfer,Monthly house rent,7940.9,87.71
2024-07-19,Groceries,Credit_card,Monthly groceries,4450.97,319.95
2024-07-17,Groceries,Visa,Monthly groceries,4774.95,218.3
2024-07-28,Insurance,Visa,Car,1982.04,191.31
2024-07-25,Utilities,Visa,Internet bill,9918.77,10.95
2024-07-28,Rent,Cash,Monthly house rent,2897.29,282.67
2024-07-05,Rent,Credit_card,Monthly house rent,1826.86,148.35
2024-07-06,Subscription,Cash,Amazon Prime,1914.92,144.9
2024-07-18,Entertainment,Paytm,Tour,8598.32,728.54
2024-07-18,Utilities,Debit_card,Electricity bill,5914.69,346.41
2024-07-05,Groceries,Debit_card,Monthly groceries,3434.1,275.41
2024-07-04,Subscription,Credit_card,Amazon Prime,9390.42,662.9
2024-07-30,Utilities,Paytm,Water bill,7607.94,607.31
2024-07-27,Groceries,Bank_transfer,Monthly groceries,4945.47,22.64
2024-07-22,Entertainment,Paypal,Tour,9684.3,359.16
2024-07-28,Rent,Gpay,Monthly house rent,1945.22,142.93
2024-07-09,Subscription,Paytm,Amazon Prime,7180.16,190.14
2024-07-17,Utilities,Visa,Water bill,7491.45,351.66
2024-07-27,Subscription,Visa,Amazon Prime,6641.74,563.13
2024-07-26,Travel,Debit_card,Flights,5265.07,36.57
2024-07-02,Travel,Cash,Transportation,9067.6,529.94
2024-07-13,Utilities,Paypal,Water bill,6501.32,511.23
2024-07-21,Rent,Visa,Monthly house rent,4441.43,150.88
2024-07-18,Subscription,Visa,Netflix,5413.63,237.41
2024-07-26,Rent,Cash,Monthly house rent,2383.58,100.03
2024-07-16,Rent,Bank_transfer,Monthly house rent,1661.8,50.79
2024-07-27,Groceries,Visa,Monthly groceries,2355.12,27.25
2024-07-16,Subscription,Gpay,Netflix,6311.93,232.34
2024-07-03,Entertainment,Bank_transfer,Day off,2075.11,66.9
2024-07-28,Rent,Credit_card,Monthly house rent,7700.21,687.44
2024-07-28,Utilities,Paytm,Electricity bill,9065.87,377.16
2024-07-10,Insurance,Bank_transfer,Car,9383.92,627.4
2024-07-09,Insurance,Check,Car,3536.21,264.81
2024-07-08,Rent,Cash,Monthly house rent,1294.01,114.93
2024-07-22,Groceries,Cash,Monthly groceries,1470.27,11.23
2024-07-24,Travel,Debit_card,Flights,7261.5,344.29
2024-07-26,Subscription,Debit_card,Netflix,3672.8,72.71
2024-07-09,Travel,Check,Transportation,2570.57,91.04
2024-07-08,Subscription,Paypal,Netflix,2033.35,14.36
2024-07-22,Utilities,Paypal,Internet bill,2556.11,68.46
2024-07-24,Utilities,Gpay,Water bill,9964.99,790.95
2024-07-22,Subscription,Cash,Netflix,1661.46,51.78
2024-07-22,Insurance,Credit_card,Car,9996.98,606.25
2024-07-07,Travel,Paytm,Transportation,1251.29,71.6
2024-07-18,Rent,Paypal,Monthly house rent,8135.97,298.82
2024-07-05,Travel,Check,Flights,4772.27,316.56
2024-07-19,Rent,Gpay,Monthly house rent,4019.77,360.28
2024-07-11,Utilities,Cash,Electricity bill,5192.78,93.95
2024-07-11,Subscription,Visa,Amazon Prime,7059.2,51.18
2024-07-21,Entertainment,Check,Tour,6812.76,89.78
2024-07-15,Groceries,Paytm,Monthly groceries,6779.6,44.24
2024-07-17,Rent,Paytm,Monthly house rent,8338.42,371.11
2024-07-11,Rent,Credit_card,Monthly house rent,8081.59,404.46
2024-07-21,Utilities,Gpay,Internet bill,3375.13,231.03
2024-07-03,Subscription,Visa,Netflix,4448.94,129.52
2024-07-03,Subscription,Cash,Amazon Prime,5660.07,415.67
2024-07-20,Rent,Visa,Monthly house rent,1757.05,111.07
2024-07-25,Insurance,Paypal,Life,9026.47,796.26
2024-07-25,Insurance,Bank_transfer,Life,9464.96,15.87
2024-07-15,Travel,Credit_card,Accommodation,8765.04,762.16
2024-07-04,Subscription,Bank_transfer,Netflix,8769.1,104.52
2024-07-23,Rent,Bank_transfer,Monthly house rent,4783.39,204.01
2024-07-20,Rent,Paytm,Monthly house rent,4248.56,263.82
2024-07-12,Utilities,Paypal,Electricity bill,2778.69,154.24
2024-07-21,Rent,Bank_transfer,Monthly house rent,7027.28,352.21
2024-07-28,Subscription,Cash,Amazon Prime,9801.26,978.65
2024-07-27,Groceries,Debit_card,Monthly groceries,3053.2,206.45
2024-07-01,Entertainment,Gpay,Tour,3091.51,145.31
2024-07-22,Insurance,Paytm,Car,1409.99,139.51
2024-07-23,Insurance,Visa,Car,6423.35,414.15
2024-07-19,Groceries,Paypal,Monthly groceries,5533.58,438.51
2024-07-08,Subscription,Paytm,Netflix,2401.4,30.06
2024-07-09,Rent,Paypal,Monthly house rent,9072.1,308.43
2024-07-25,Rent,Paypal,Monthly house rent,8069.73,431.38
2024-07-10,Rent,Paypal,Monthly house rent,2078.01,40.66
2024-07-04,Utilities,Credit_card,Electricity bill,7838.39,378.56
2024-07-11,Groceries,Gpay,Monthly groceries,6180.13,374.0
2024-07-03,Utilities,Paypal,Electricity bill,8655.25,600.97
2024-07-09,Entertainment,Credit_card,Tour,1989.68,112.72
2024-07-29,Groceries,Debit_card,Monthly groceries,6071.46,464.6
2024-07-05,Rent,Check,Monthly house rent,6903.89,171.07
2024-07-05,Rent,Debit_card,Monthly house rent,8379.66,222.43
2024-07-11,Subscription,Debit_card,Amazon Prime,7256.84,240.93
2024-07-16,Subscription,Debit_card,Amazon Prime,8795.9,400.76
2024-07-25,Entertainment,Credit_card,Went to movies,6951.14,288.56
2024-07-09,Insurance,Credit_card,Life,4748.2,74.73
2024-07-26,Travel,Credit_card,Accommodation,3272.5,311.23
2024-07-16,Utilities,Cash,Internet bill,1515.99,118.31
2024-07-17,Travel,Debit_card,Transportation,6312.54,545.34
2024-07-14,Entertainment,Visa,Went to movies,9235.87,689.47
2024-07-20,Subscription,Paytm,Netflix,4396.93,231.63
2024-07-02,Utilities,Cash,Water bill,8741.47,451.97
2024-07-16,Entertainment,Check,Day off,8255.29,629.18
2024-07-01,Insurance,Credit_card,Car,3724.95,283.69
2024-07-25,Subscription,Visa,Amazon Prime,7869.64,162.43
2024-07-03,Utilities,Cash,Internet bill,6516.58,12.9
2024-07-30,Rent,Paytm,Monthly house rent,7427.68,198.64
2024-07-06,Rent,Paypal,Monthly house rent,3754.82,198.08
2024-07-23,Travel,Paytm,Flights,7898.74,408.73
2024-07-01,Insurance,Paytm,Life,2004.14,57.06
2024-07-26,Entertainment,Gpay,Went to movies,1762.45,90.37
2024-07-08,Rent,Cash,Monthly house rent,2495.9,211.77
2024-07-05,Rent,Bank_transfer,Monthly house rent,9930.03,497.52
2024-07-06,Groceries,Paypal,Monthly groceries,4647.38,262.35
2024-07-11,Groceries,Paytm,Monthly groceries,2417.59,8.87
2024-07-16,Subscription,Paypal,Amazon Prime,1744.66,29.49
2024-07-07,Utilities,Cash,Electricity bill,7320.57,678.05
2024-07-20,Entertainment,Check,Went to movies,2187.5,202.19
2024-07-04,Groceries,Debit_card,Monthly groceries,2100.92,65.12
2024-07-14,Travel,Cash,Flights,9379.77,299.08
2024-07-13,Groceries,Paytm,Monthly groceries,4052.92,134.47
2024-08-27,Subscription,Credit_card,Netflix,2252.52,224.16
2024-08-18,Rent,Gpay,Monthly house rent,7933.53,309.49
2024-08-10,Groceries,Check,Monthly groceries,3429.49,156.85
2024-08-23,Groceries,Bank_transfer,Monthly groceries,3386.88,72.04
2024-08-12,Utilities,Paytm,Internet bill,6676.92,263.9
2024-08-07,Subscription,Debit_card,Netflix,1447.13,40.89
2024-08-07,Subscription,Bank_transfer,Netflix,8563.86,83.43
2024-08-21,Rent,Paytm,Monthly house rent,4282.6,28.65
2024-08-06,Utilities,Debit_card,Water bill,4394.82,173.65
2024-08-26,Utilities,Debit_card,Water bill,8485.84,581.95
2024-08-19,Subscription,Visa,Netflix,7197.37,680.18
2024-08-17,Utilities,Cash,Water bill,1319.89,16.57
2024-08-01,Travel,Debit_card,Flights,5107.1,476.02
2024-08-17,Utilities,Check,Internet bill,8107.49,789.7
2024-08-23,Groceries,Cash,Monthly groceries,7420.19,655.65
2024-08-19,Rent,Bank_transfer,Monthly house rent,3891.44,300.76
2024-08-12,Travel,Cash,Accommodation,1292.31,15.13
2024-08-16,Groceries,Cash,Monthly groceries,1962.6,193.18
2024-08-03,Insurance,Credit_card,Car,6703.74,457.45
2024-08-24,Groceries,Cash,Monthly groceries,7492.7,464.99
2024-08-21,Utilities,Gpay,Water bill,5038.61,241.07
2024-08-02,Entertainment,Paytm,Went to movies,5146.6,67.46
2024-08-13,Rent,Debit_card,Monthly house rent,9220.25,671.81
2024-08-25,Travel,Debit_card,Transportation,3200.49,188.74
2024-08-02,Subscription,Credit_card,Amazon Prime,3234.57,137.01
2024-08-27,Subscription,Paytm,Netflix,2644.37,134.42
2024-08-02,Rent,Check,Monthly house rent,3048.71,40.47
2024-08-07,Groceries,Check,Monthly groceries,1751.98,78.92
2024-08-20,Groceries,Paypal,Monthly groceries,8857.62,795.88
2024-08-01,Travel,Gpay,Accommodation,9047.27,835.21
2024-08-18,Subscription,Paytm,Amazon Prime,7293.11,167.28
2024-08-07,Insurance,Cash,Car,9493.63,513.78
2024-08-28,Groceries,Paypal,Monthly groceries,5704.63,60.94
2024-08-17,Subscription,Bank_transfer,Netflix,7434.88,503.54
2024-08-25,Subscription,Bank_transfer,Netflix,1033.59,58.14
2024-08-04,Subscription,Credit_card,Amazon Prime,1547.63,131.0
2024-08-23,Subscription,Check,Netflix,7687.7,699.15
2024-08-25,Entertainment,Visa,Tour,2425.14,227.16
2024-08-03,Rent,Gpay,Monthly house rent,2165.64,142.23
2024-08-06,Utilities,Paytm,Water bill,6239.89,65.04
2024-08-03,Groceries,Visa,Monthly groceries,9351.25,570.05
2024-08-08,Entertainment,Credit_card,Tour,4010.49,249.49
2024-08-24,Utilities,Credit_card,Electricity bill,2855.47,195.32
2024-08-24,Rent,Debit_card,Monthly house rent,1681.51,23.58
2024-08-12,Insurance,Credit_card,Life,5153.04,397.14
2024-08-19,Entertainment,Check,Day off,1539.62,149.01
2024-08-12,Insurance,Gpay,Life,2906.57,278.19
2024-08-11,Utilities,Debit_card,Internet bill,9762.52,178.42
2024-08-09,Entertainment,Bank_transfer,Went to movies,7107.9,27.08
2024-08-13,Travel,Paypal,Flights,4504.38,66.82
2024-08-11,Rent,Bank_transfer,Monthly house rent,9216.52,287.39
2024-08-27,Subscription,Paytm,Netflix,2723.96,141.2
2024-08-23,Groceries,Bank_transfer,Monthly groceries,3008.34,7.29
2024-08-10,Subscription,Bank_transfer,Amazon Prime,3636.13,200.58
2024-08-11,Utilities,Credit_card,Electricity bill,5232.41,94.53
2024-08-11,Travel,Cash,Flights,8165.57,631.74
2024-08-20,Entertainment,Visa,Tour,6163.52,210.56
2024-08-14,Entertainment,Credit_card,Tour,8249.98,14.84
2024-08-26,Insurance,Visa,Car,8193.8,509.82
2024-08-30,Utilities,Paytm,Electricity bill,8708.8,339.23
2024-08-02,Rent,Check,Monthly house rent,2193.08,187.59
2024-08-27,Subscription,Paypal,Netflix,4774.64,408.96
2024-08-26,Groceries,Visa,Monthly groceries,2576.58,32.57
2024-08-26,Insurance,Cash,Life,8025.67,681.45
2024-08-12,Groceries,Gpay,Monthly groceries,9824.42,559.2
2024-08-24,Groceries,Visa,Monthly groceries,8052.79,427.42
2024-08-10,Insurance,Cash,Car,4895.26,122.51
2024-08-06,Subscription,Paytm,Netflix,2377.43,210.74
2024-08-24,Subscription,Credit_card,Netflix,2092.64,65.69
2024-08-20,Insurance,Paypal,Life,2276.37,62.94
2024-08-15,Groceries,Paytm,Monthly groceries,6764.45,193.63
2024-08-23,Groceries,Paypal,Monthly groceries,3569.81,279.45
2024-08-19,Travel,Credit_card,Transportation,1210.79,51.53
2024-08-13,Entertainment,Visa,Went to movies,1280.68,92.12
2024-08-25,Rent,Paypal,Monthly house rent,9881.31,744.51
2024-08-07,Entertainment,Bank_transfer,Tour,5884.97,241.61
2024-08-19,Entertainment,Bank_transfer,Tour,5959.38,271.35
2024-08-08,Groceries,Credit_card,Monthly groceries,6031.42,11.4
2024-08-22,Utilities,Paypal,Electricity bill,7168.11,623.23
2024-08-09,Groceries,Gpay,Monthly groceries,4994.76,339.51
2024-08-09,Utilities,Credit_card,Electricity bill,2512.01,76.04
2024-08-05,Travel,Visa,Accommodation,5368.87,242.59
2024-08-15,Insurance,Debit_card,Car,2588.05,125.83
2024-08-06,Groceries,Paytm,Monthly groceries,8547.66,108.89
2024-08-07,Utilities,Check,Internet bill,8786.77,660.05
2024-08-10,Entertainment,Bank_transfer,Went to movies,9214.99,25.73
2024-08-21,Insurance,Bank_transfer,Car,4141.99,30.8
2024-08-28,Rent,Bank_transfer,Monthly house rent,7539.44,134.35
2024-08-20,Groceries,Bank_transfer,Monthly groceries,1719.34,80.63
2024-08-25,Travel,Gpay,Flights,5166.63,266.13
2024-08-15,Groceries,Visa,Monthly groceries,2289.24,161.97
2024-08-02,Subscription,Check,Amazon Prime,9076.38,840.86
2024-08-30,Groceries,Debit_card,Monthly groceries,8459.29,280.61
2024-08-24,Rent,Gpay,Monthly house rent,5620.64,56.98
2024-08-07,Groceries,Paytm,Monthly groceries,6013.41,58.08
2024-08-13,Subscription,Visa,Amazon Prime,4440.4,155.61
2024-08-18,Insurance,Credit_card,Life,4721.21,29.84
2024-08-25,Groceries,Visa,Monthly groceries,8475.56,696.34
2024-08-21,Subscription,Debit_card,Amazon Prime,6861.77,605.31
2024-08-13,Entertainment,Visa,Went to movies,9534.96,832.64
2024-08-08,Insurance,Cash,Life,2969.23,105.34
2024-08-28,Subscription,Credit_card,Amazon Prime,1694.22,29.79
2024-08-17,Travel,Bank_transfer,Accommodation,6201.47,249.93
2024-08-08,Groceries,Paypal,Monthly groceries,9708.98,610.19
2024-08-02,Groceries,Check,Monthly groceries,7457.9,720.79
2024-08-13,Entertainment,Credit_card,Went to movies,8561.17,128.74
2024-08-10,Entertainment,Check,Tour,5840.56,233.69
2024-08-26,Subscription,Credit_card,Amazon Prime,7541.42,729.82
2024-08-27,Travel,Cash,Flights,7404.8,726.46
2024-08-19,Travel,Credit_card,Transportation,8159.18,54.52
2024-08-18,Travel,Cash,Flights,5675.94,61.3
2024-08-25,Entertainment,Bank_transfer,Tour,5980.46,296.55
2024-08-03,Insurance,Paytm,Life,4298.95,96.54
2024-08-07,Subscription,Credit_card,Amazon Prime,6179.16,611.63
2024-08-11,Groceries,Paypal,Monthly groceries,3644.39,206.07
2024-08-19,Travel,Debit_card,Transportation,5666.48,153.85
2024-08-13,Entertainment,Check,Went to movies,3722.99,353.52
2024-08-29,Travel,Debit_card,Transportation,1096.76,57.81
2024-08-15,Subscription,Paypal,Netflix,7803.46,477.15
2024-08-20,Travel,Debit_card,Accommodation,1450.25,124.17
2024-08-19,Subscription,Debit_card,Netflix,2453.15,50.49
2024-08-29,Entertainment,Bank_transfer,Day off,3217.42,290.64
2024-08-14,Utilities,Credit_card,Electricity bill,1949.04,157.73
2024-08-09,Entertainment,Debit_card,Day off,8450.72,422.16
2024-08-01,Subscription,Paypal,Netflix,3176.55,251.03
2024-08-27,Insurance,Paytm,Life,1780.69,68.7
2024-08-30,Groceries,Gpay,Monthly groceries,1687.16,17.84
2024-08-06,Subscription,Cash,Netflix,7705.67,497.64
2024-08-21,Entertainment,Check,Day off,4237.33,340.6
2024-08-18,Rent,Paytm,Monthly house rent,2950.94,156.59
2024-08-04,Utilities,Debit_card,Electricity bill,6574.84,85.89
2024-08-26,Entertainment,Visa,Tour,6665.53,277.01
2024-08-23,Subscription,Cash,Amazon Prime,3610.18,129.19
2024-08-06,Subscription,Check,Netflix,7595.96,722.7
2024-08-10,Rent,Gpay,Monthly house rent,2290.36,30.28
2024-08-03,Rent,Visa,Monthly house rent,9386.22,312.78
2024-08-13,Insurance,Gpay,Life,9875.34,635.24
2024-08-15,Insurance,Visa,Car,4174.16,329.26
2024-08-14,Travel,Credit_card,Flights,1669.19,164.33
2024-08-02,Rent,Check,Monthly house rent,9578.4,881.09
2024-08-27,Insurance,Credit_card,Car,6618.49,642.17
2024-08-13,Groceries,Debit_card,Monthly groceries,8376.55,241.73
2024-08-22,Groceries,Gpay,Monthly groceries,2001.53,95.39
2024-08-17,Groceries,Credit_card,Monthly groceries,9465.77,798.59
2024-08-19,Utilities,Credit_card,Water bill,3084.62,262.81
2024-08-09,Subscription,Visa,Netflix,3190.66,291.69
2024-08-28,Groceries,Cash,Monthly groceries,4898.14,402.18
2024-08-07,Insurance,Visa,Car,1417.97,76.3
2024-08-12,Entertainment,Gpay,Went to movies,9228.65,335.03
2024-08-09,Entertainment,Bank_transfer,Tour,2758.38,56.78
2024-09-29,Rent,Cash,Monthly house rent,4875.11,338.09
2024-09-11,Travel,Credit_card,Accommodation,8882.3,608.17
2024-09-05,Travel,Debit_card,Accommodation,9194.42,457.05
2024-09-26,Travel,Check,Accommodation,2987.65,7.82
2024-09-14,Insurance,Gpay,Car,7118.37,216.54
2024-09-05,Rent,Credit_card,Monthly house rent,2299.47,114.05
2024-09-13,Subscription,Debit_card,Netflix,6648.75,115.19
2024-09-15,Entertainment,Visa,Tour,8999.19,613.57
2024-09-19,Entertainment,Check,Tour,2735.37,47.41
2024-09-26,Entertainment,Cash,Went to movies,7746.3,404.33
2024-09-14,Entertainment,Credit_card,Went to movies,5858.16,69.6
2024-09-11,Entertainment,Bank_transfer,Tour,2635.43,141.47
2024-09-23,Subscription,Cash,Netflix,4539.67,418.95
2024-09-14,Travel,Visa,Transportation,1511.46,108.49
2024-09-05,Rent,Paypal,Monthly house rent,1763.86,85.39
2024-09-04,Entertainment,Paypal,Day off,6299.06,22.58
2024-09-18,Subscription,Debit_card,Amazon Prime,4249.66,253.98
2024-09-15,Rent,Debit_card,Monthly house rent,5297.82,98.41
2024-09-14,Groceries,Check,Monthly groceries,5047.04,177.55
2024-09-06,Subscription,Gpay,Netflix,4074.93,279.28
2024-09-28,Subscription,Paypal,Amazon Prime,6217.83,302.15
2024-09-06,Groceries,Credit_card,Monthly groceries,4618.22,139.71
2024-09-15,Travel,Gpay,Flights,4252.68,210.22
2024-09-11,Utilities,Bank_transfer,Electricity bill,4344.41,236.95
2024-09-28,Utilities,Cash,Electricity bill,4697.01,135.5
2024-09-10,Travel,Check,Flights,6133.23,423.66
2024-09-20,Subscription,Visa,Netflix,1099.4,0.17
2024-09-12,Utilities,Debit_card,Water bill,6138.24,337.43
2024-09-04,Groceries,Gpay,Monthly groceries,9974.72,923.25
2024-09-13,Utilities,Debit_card,Electricity bill,7780.69,752.41
2024-09-22,Entertainment,Bank_transfer,Tour,2278.48,99.62
2024-09-05,Groceries,Visa,Monthly groceries,6830.45,230.67
2024-09-21,Subscription,Cash,Netflix,8591.34,87.82
2024-09-10,Subscription,Paytm,Netflix,3238.14,96.68
2024-09-06,Utilities,Visa,Internet bill,9151.36,395.95
2024-09-28,Rent,Visa,Monthly house rent,8147.81,722.57
2024-09-03,Entertainment,Gpay,Day off,2063.77,169.11
2024-09-24,Rent,Paypal,Monthly house rent,3813.01,206.51
2024-09-18,Utilities,Cash,Water bill,6497.52,60.15
2024-09-04,Rent,Gpay,Monthly house rent,9576.67,565.12
2024-09-11,Insurance,Gpay,Life,5991.64,175.23
2024-09-22,Rent,Debit_card,Monthly house rent,1637.51,143.83
2024-09-06,Insurance,Paytm,Life,7354.52,75.5
2024-09-10,Rent,Cash,Monthly house rent,7861.39,731.04
2024-09-02,Utilities,Paypal,Water bill,4972.82,274.26
2024-09-21,Entertainment,Bank_transfer,Day off,9207.68,366.1
2024-09-19,Rent,Gpay,Monthly house rent,2609.55,33.28
2024-09-04,Subscription,Cash,Amazon Prime,7262.53,343.74
2024-09-21,Rent,Credit_card,Monthly house rent,5803.55,543.74
2024-09-29,Subscription,Visa,Amazon Prime,2759.43,178.71
2024-09-16,Insurance,Credit_card,Car,7808.48,154.69
2024-09-12,Subscription,Bank_transfer,Amazon Prime,8407.1,147.87
2024-09-08,Rent,Debit_card,Monthly house rent,4992.73,31.28
2024-09-19,Travel,Debit_card,Flights,9238.31,806.49
2024-09-29,Travel,Paytm,Accommodation,8132.97,417.15
2024-09-21,Rent,Paytm,Monthly house rent,8520.23,311.51
2024-09-07,Subscription,Check,Netflix,7264.33,560.63
2024-09-24,Insurance,Bank_transfer,Life,2476.76,185.9
2024-09-08,Travel,Gpay,Accommodation,8949.82,424.87
2024-09-01,Utilities,Credit_card,Electricity bill,5600.86,282.87
2024-09-23,Groceries,Credit_card,Monthly groceries,6405.68,551.53
2024-09-02,Entertainment,Check,Day off,7387.97,179.81
2024-09-12,Insurance,Cash,Car,1445.95,21.17
2024-09-11,Entertainment,Gpay,Tour,7307.87,427.08
2024-09-03,Travel,Cash,Flights,1033.88,22.24
2024-09-24,Insurance,Debit_card,Life,7456.48,349.09
2024-09-16,Travel,Paypal,Accommodation,7184.7,714.93
2024-09-06,Utilities,Debit_card,Water bill,4995.78,226.78
2024-09-05,Utilities,Cash,Electricity bill,3305.13,43.62
2024-09-20,Entertainment,Cash,Day off,8055.32,670.24
2024-09-22,Insurance,Paypal,Car,8163.09,83.18
2024-09-26,Insurance,Credit_card,Car,3129.23,37.14
2024-09-04,Rent,Credit_card,Monthly house rent,4129.83,47.84
2024-09-06,Groceries,Paytm,Monthly groceries,2850.33,83.08
2024-09-13,Subscription,Check,Amazon Prime,4767.0,471.67
2024-09-24,Insurance,Visa,Life,2037.96,161.13
2024-09-10,Groceries,Bank_transfer,Monthly groceries,8322.84,277.68
2024-09-22,Travel,Visa,Accommodation,1570.41,154.82
2024-09-20,Subscription,Bank_transfer,Netflix,9584.22,112.45
2024-09-06,Utilities,Gpay,Electricity bill,3193.24,231.64
2024-09-11,Insurance,Check,Life,5136.12,117.87
2024-09-14,Insurance,Paytm,Car,6538.37,169.63
2024-09-17,Utilities,Bank_transfer,Internet bill,6341.64,80.29
2024-09-11,Groceries,Paytm,Monthly groceries,7678.82,22.59
2024-09-14,Subscription,Cash,Amazon Prime,5411.9,288.89
2024-09-25,Travel,Credit_card,Flights,3525.34,2.02
2024-09-26,Groceries,Paypal,Monthly groceries,4225.07,124.48
2024-09-09,Travel,Visa,Transportation,2773.56,174.25
2024-09-06,Travel,Paytm,Flights,7635.8,406.87
2024-09-26,Entertainment,Bank_transfer,Went to movies,7889.61,684.03
2024-09-06,Insurance,Credit_card,Life,4806.29,77.02
2024-09-14,Entertainment,Bank_transfer,Went to movies,4746.1,330.29
2024-09-15,Subscription,Check,Netflix,7844.36,431.07
2024-09-01,Insurance,Debit_card,Car,7812.58,474.11
2024-09-20,Travel,Check,Flights,8989.84,378.43
2024-09-23,Subscription,Bank_transfer,Netflix,9426.99,429.53
2024-09-13,Utilities,Paypal,Electricity bill,1081.61,89.38
2024-09-19,Subscription,Gpay,Netflix,7416.89,419.97
2024-09-17,Travel,Check,Accommodation,3641.25,305.88
2024-09-05,Rent,Bank_transfer,Monthly house rent,5214.64,63.53
2024-09-13,Groceries,Paytm,Monthly groceries,5558.21,479.17
2024-09-17,Rent,Check,Monthly house rent,5739.59,397.33
2024-09-02,Rent,Visa,Monthly house rent,2512.72,154.92
2024-09-02,Groceries,Debit_card,Monthly groceries,1965.32,108.71
2024-09-19,Subscription,Check,Netflix,8294.54,730.57
2024-09-07,Rent,Gpay,Monthly house rent,8184.32,142.04
2024-09-23,Utilities,Credit_card,Water bill,9451.97,305.86
2024-09-11,Rent,Credit_card,Monthly house rent,7473.7,73.59
2024-09-09,Utilities,Cash,Electricity bill,3364.36,200.27
